Questionnaire;Département;q1;q2a_1;q2a_2;q2b_1;q2b_2;q2c_1;q2c_2;q3a;q3b;q3b1_1;q3b1_2;q3b1_3;q3b1_4;q3b1_5;q3b1_6;q3b1_7;q3b1_8;q3c;q4a_1;q4a_2;q4a_3;q4a_4;q4a_5;q4a_6;q4b_1;q4b_2;q4b_3;q4b_4;q4b_5;q4b_6;q4c_1;q4c_2;q4c_3;q4c_4;q4c_5;q4c_6;q5;q6;q7;q8;q9_1;q9_2;q9_3;q9_4;q9_5;q9_6;q10;q11;q11b1;q11b2;q11b3;q11b4;q11b5;q11b6;q11b7;q11b8;q11b9;q11b10;q11b11;q11b12;q11b13;q12;q13;q13b_1;q13b_2;q13b_3;q13b_4;q13b_5;q13b_6;q13b_7;q14;q15;q16_1;q16_2;q16_3;q16_4;q16_5;q16_6;q17;q18;q18b;q19;q20parents_1;q20parents_2;q20parents_3;q20parents_4;q20parents_5;q20parents_6;q20enfants_1;q20enfants_2;q20enfants_3;q20enfants_4;q20enfants_5;q20enfants_6;q21;q21b;q22;q23;q23b;q23b_autre;s1;villesstd;classville;s2;ageaine;s4_1;s4_2;s4_3;s5;s5b;S6_1;age;s8_1;s9_1;s6_2;agecon;s8_2;S9_2;agemen;cspmen;cspgroup;classeage;classenbenfant;classeageaine;;;;;;
815;2;2;2;1;1;1;2;1;2;1;1;0;1;1;0;0;0;0;1;3;2;2;1;5;3;3;1;2;2;4;3;2;1;2;2;1;1;3;3;2;2;0;0;1;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;1;0;0;0;0;0;1;2;2;995;4;2;2;2;2;3;3;2;2;2;3;3;3;1;2;2;4;995;;PAVILLY;PAVILLY;2;2;15;3;997;997;2;997;2;38;1;5;997;997;997;997;38;5;3;2;2;3;;;;;;
816;2;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;5;3;1;1;0;1;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;2;0;0;0;1;0;0;2;2;995;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;4;4;995;;LE HAVRE;LEHAVRE;1;2;11;1;1;997;2;997;2;35;1;5;997;997;997;997;35;5;3;2;2;2;;;;;;
817;2;2;2;1;1;2;1;2;1;2;0;0;0;0;0;0;0;0;1;5;2;2;5;2;2;4;2;3;4;2;2;3;2;2;3;2;2;3;3;5;2;1;1;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;2;995;995;995;995;995;995;995;995;4;2;0;0;1;0;0;0;2;2;995;3;2;2;2;1;1;3;2;2;2;2;2;3;1;2;3;2;995;;YVETOT;YVETOT;2;2;13;997;997;997;2;997;2;38;1;2;997;997;997;997;38;2;1;2;2;3;;;;;;
818;2;1;3;2;1;1;1;1;3;1;1;0;0;1;0;0;0;0;2;2;2;1;3;1;2;1;1;2;2;3;1;1;1;1;1;3;1;3;1;4;2;1;1;0;0;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;0;1;0;1;2;995;2;2;2;2;2;1;1;2;2;2;2;1;1;2;995;4;4;995;;999;999;999;2;20;3;3;997;2;997;1;54;2;8;997;997;997;997;54;8;4;4;2;4;;;;;;
819;2;1;1;1;1;1;1;1;999;1;1;0;0;1;0;0;0;1;1;2;2;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;3;1;1;1;0;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;1;0;0;1;2;995;3;1;1;1;1;2;2;1;1;1;1;2;2;1;2;4;1;1;;PETIT COURONNE;PETITCOURONNE;2;1;12;1;997;997;2;997;1;43;1;6;997;997;997;997;43;6;3;3;1;3;;;;;;
820;2;3;3;3;3;3;1;1;3;3;995;995;995;995;995;995;995;995;1;4;3;3;5;3;3;3;3;3;3;3;2;1;2;2;3;2;2;3;3;3;3;0;0;1;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;2;1;0;0;0;0;0;0;999;2;0;0;0;0;0;1;3;2;995;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;999;999;;999;999;999;1;10;997;997;997;2;997;1;40;1;5;997;997;997;997;40;5;3;3;1;2;;;;;;
821;2;2;3;2;1;1;2;2;2;1;1;1;1;1;0;0;0;0;2;3;3;2;2;3;1;1;1;1;999;999;1;2;2;2;3;3;2;3;3;5;3;1;1;1;0;0;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;0;1;0;0;1;1;4;3;1;999;2;2;2;1;1;1;1;1;1;3;1;2;4;1;6;;CANTELEU;CANTELEU;2;2;19;3;1;997;2;997;2;47;1;5;997;997;997;997;47;5;3;3;2;4;;;;;;
822;2;1;3;3;3;3;2;2;1;1;1;0;1;1;0;0;0;0;1;5;5;5;5;5;5;4;4;4;4;4;4;3;3;3;3;3;3;4;4;3;3;1;1;1;0;0;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;2;0;0;0;0;0;0;999;999;999;2;2;2;2;2;2;1;999;999;999;999;999;999;1;2;4;3;995;;HARFLEUR;HARFLEUR;1;3;21;6;6;6;2;997;2;56;1;5;997;997;997;997;56;5;3;4;3;4;;;;;;
823;2;2;2;2;1;1;2;2;2;1;1;0;1;1;0;0;1;0;2;5;2;2;1;2;2;4;1;1;3;3;3;3;2;2;2;2;2;4;4;5;3;1;0;0;0;1;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;1;0;0;0;1;0;0;3;2;995;4;2;2;2;2;2;3;2;2;2;2;2;3;1;2;4;1;4;;SAINTE ADRESSE;SAINTEADRESSE;1;2;11;997;997;997;2;997;2;40;1;5;997;997;997;997;40;5;3;3;2;2;;;;;;
824;2;1;2;2;2;2;1;1;1;2;0;0;0;0;0;0;0;0;1;1;2;3;4;1;1;3;3;3;3;3;2;2;2;2;3;1;2;3;1;5;3;1;1;0;1;0;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;1;2;0;1;0;0;0;0;2;1;4;2;2;2;2;1;1;3;2;2;2;2;1;3;1;2;4;1;4;;999;999;999;3;20;6;2;3;2;997;2;47;1;2;997;997;997;997;47;2;1;3;3;4;;;;;;
825;2;1;2;2;1;1;1;1;1;1;0;0;1;1;0;0;0;1;1;5;2;2;5;1;5;1;1;1;4;2;4;2;1;1;3;2;3;2;1;5;3;1;1;1;0;0;0;999;1;0;0;0;0;1;0;0;0;0;0;0;0;0;2;995;995;995;995;995;995;995;995;999;2;0;0;0;1;0;0;2;2;995;4;2;2;1;2;1;3;2;2;1;2;3;3;1;2;3;1;2;;LE HAVRE;LEHAVRE;1;2;8;997;997;997;2;997;2;40;2;8;997;997;997;997;40;8;4;3;2;2;;;;;;
826;2;2;3;1;3;1;2;2;2;1;1;0;0;1;0;0;0;0;1;2;5;5;5;3;1;3;1;4;4;1;2;2;1;3;3;1;2;4;4;5;3;1;0;1;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;0;1;0;3;1;3;2;2;2;2;2;1;3;2;2;2;2;2;3;1;2;4;2;995;;PAVILLY;PAVILLY;2;1;19;5;997;997;2;997;2;46;1;5;997;997;997;997;46;5;3;3;1;4;;;;;;
827;2;2;2;2;1;1;999;999;3;1;1;0;1;0;0;1;0;1;999;2;2;2;2;4;2;2;3;3;1;1;3;1;1;1;1;1;1;3;3;5;3;0;0;1;0;0;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;1;0;0;0;0;2;2;995;3;2;1;1;1;2;3;2;2;2;2;2;3;1;2;3;1;4;; VEAUVILLE LES QUELLES;VEAUVILLELESQUELLES;3;4;24;6;6;3;2;997;2;43;1;5;997;997;997;997;43;5;3;3;4;4;;;;;;
828;2;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;0;2;1;2;2;5;2;2;3;1;3;4;2;2;1;2;1;3;1;1;3;3;1;3;0;0;0;0;1;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;2;1;0;0;0;0;1;0;2;2;0;0;0;0;1;0;3;999;4;4;2;2;2;2;2;999;999;999;999;999;999;3;1;2;3;1;999;;999;999;999;3;23;6;3;5;2;997;2;60;2;7;997;997;997;997;60;7;4;4;3;4;;;;;;
829;2;2;2;1;1;2;1;1;2;1;1;0;1;1;1;0;1;0;1;2;2;2;2;2;2;1;2;1;2;1;2;1;1;1;2;1;2;3;3;3;2;1;1;1;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;995;995;995;995;995;995;995;3;2;0;0;0;0;1;0;2;2;995;3;2;1;1;1;1;3;2;2;2;1;1;3;1;2;3;1;1;;FRANQUEVILLE SAINT PIERRE;FRANQUEVILLESAINTPIERRE;2;1;16;2;997;997;2;997;1;48;1;4;997;997;997;997;48;4;2;3;1;3;;;;;;
830;2;2;2;1;3;1;2;2;2;3;995;995;995;995;995;995;995;995;2;5;5;5;5;5;5;4;4;4;4;4;4;3;3;3;3;3;3;4;4;2;3;1;0;1;1;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;0;0;0;2;1;4;3;1;1;1;1;1;3;999;999;999;999;999;999;1;1;4;2;995;;LE HAVRE;LEHAVRE;1;1;24;6;997;997;2;997;2;51;1;5;997;997;997;997;51;5;3;4;1;4;;;;;;
831;2;1;3;2;1;1;2;2;1;1;0;0;1;1;0;0;1;0;2;2;2;2;1;5;2;2;1;3;2;4;2;2;1;2;2;3;2;3;4;4;3;1;1;0;1;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;2;0;0;0;1;0;0;2;1;4;3;1;1;2;2;1;3;2;2;2;2;2;3;1;2;3;2;995;;ELBEUF SUR SEINE;ELBEUFSURSEINE;3;2;19;4;2;997;2;997;2;42;1;5;997;997;997;997;42;5;3;3;2;4;;;;;;
832;2;2;3;1;1;1;1;1;2;1;0;0;0;1;0;0;0;0;1;3;3;2;3;3;4;3;1;2;2;3;3;1;1;1;1;1;2;3;3;5;3;1;1;0;0;0;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;1;0;0;0;0;2;2;995;4;2;2;1;2;2;3;2;2;2;2;2;3;1;2;4;1;4;;PAVILLY;PAVILLY;2;3;20;4;3;997;2;997;2;40;1;5;997;997;997;997;40;5;3;3;3;4;;;;;;
833;2;2;2;2;1;1;1;1;1;2;0;0;0;0;0;0;0;0;1;1;2;2;2;3;3;1;3;4;2;3;3;2;2;3;2;2;2;3;3;5;2;0;0;0;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;1;0;0;3;1;4;3;2;1;1;2;1;3;999;999;999;999;999;999;1;2;3;2;995;;NEUFCHATEL EN BRAY;NEUFCHATELENBRAY;3;1;21;5;997;997;2;997;2;46;1;4;997;997;997;997;46;4;2;3;1;4;;;;;;
834;2;1;2;2;1;1;2;2;1;2;0;0;0;0;0;0;0;0;1;3;2;2;2;5;2;3;2;2;4;4;1;1;2;2;2;2;2;2;4;3;3;1;1;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;1;0;0;1;2;995;2;2;2;1;1;1;1;2;2;2;2;2;2;1;2;3;1;6;;CANTELEU;CANTELEU;2;3;19;2;1;997;2;997;2;39;2;8;997;997;997;997;39;8;4;2;3;4;;;;;;
835;2;1;2;2;2;2;2;2;2;2;0;0;0;0;0;0;0;0;1;1;2;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;3;1;4;3;1;1;1;0;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;1;0;0;1;1;4;3;1;2;1;1;2;3;2;2;2;2;1;3;2;995;3;1;1;;NOTRE DAME DE BONDEVILLE;NOTREDAMEDEBONDEVILLE;1;1;17;3;997;997;2;997;2;36;2;8;997;997;997;997;36;8;4;2;1;3;;;;;;
836;2;1;2;1;1;1;1;1;2;2;0;0;0;0;0;0;0;0;1;2;1;2;1;2;2;3;3;3;3;3;3;2;2;2;2;2;2;2;3;3;1;1;1;0;0;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;1;0;0;1;0;0;0;3;2;995;3;2;2;2;2;2;3;2;2;2;2;2;3;1;1;3;4;995;;ELBEUF;ELBEUF;2;1;8;997;997;997;2;997;2;33;1;5;997;997;997;997;33;5;3;2;1;2;;;;;;
837;2;2;3;2;3;2;1;1;2;1;1;0;0;1;0;0;0;0;1;3;3;3;3;2;3;2;3;2;2;3;2;1;1;1;1;1;1;3;3;5;3;0;0;0;1;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;4;995;;OISSEL SUR SEINE;OISSELSURSEINE;3;2;15;2;1;997;2;997;2;41;1;4;997;997;997;997;41;4;2;3;2;3;;;;;;
838;2;2;3;3;1;1;1;2;2;1;1;0;0;0;0;0;0;0;2;5;3;5;2;5;2;4;1;4;3;4;3;3;1;3;2;3;2;3;3;5;2;0;1;0;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;999;0;1;0;0;0;0;3;1;4;3;3;2;3;2;3;3;3;2;2;2;2;3;2;995;3;2;995;;999;999;999;4;22;997;997;997;2;997;2;54;1;5;997;997;997;997;54;5;3;4;4;4;;;;;;
839;2;1;2;2;1;1;1;1;2;3;995;995;995;995;995;995;995;995;2;2;2;2;2;2;2;3;3;3;3;3;3;2;2;2;2;2;2;1;4;2;3;0;0;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;1;0;0;0;0;1;0;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;4;2;995;;LE HAVRE;LEHAVRE;1;1;19;5;997;997;2;997;2;44;1;5;997;997;997;997;44;5;3;3;1;4;;;;;;
840;2;1;1;1;2;2;1;1;1;2;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;2;2;2;2;2;2;1;1;1;1;1;1;1;1;999;3;1;1;1;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;2;995;995;995;995;995;995;995;995;3;1;0;0;0;0;1;0;3;2;995;2;1;1;1;1;1;999;999;999;999;999;999;999;1;1;1;4;995;;999;999;999;1;14;1;997;997;2;997;2;39;2;8;997;997;997;997;39;8;4;2;1;3;;;;;;
841;2;1;2;2;1;1;2;2;2;1;1;1;0;1;0;0;0;0;1;5;5;5;2;5;3;4;4;3;3;4;1;3;3;1;1;3;1;3;3;3;3;1;1;0;1;0;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;1;995;995;995;995;995;995;995;995;4;2;0;0;0;1;0;0;1;1;4;4;2;2;2;2;1;3;2;2;2;2;3;3;1;2;3;1;4;;LE GRAND QUEVILLY;LEGRANDQUEVILLY;1;2;24;6;4;997;2;997;2;47;1;5;997;997;997;997;47;5;3;3;2;4;;;;;;
842;2;2;2;1;1;1;2;2;2;3;995;995;995;995;995;995;995;995;2;3;1;2;5;3;2;3;2;2;4;1;2;2;2;1;3;1;2;3;3;5;2;0;0;1;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;1;0;1;0;0;0;0;2;2;995;3;1;1;1;2;999;999;2;2;2;2;3;3;2;995;3;2;995;;PETIT COURONNE;PETITCOURONNE;2;2;15;3;997;997;2;997;2;36;1;2;997;997;997;997;36;2;1;2;2;3;;;;;;
843;2;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;1;999;2;2;5;5;5;3;1;1;4;4;4;1;1;1;3;3;3;1;4;4;3;3;1;0;0;0;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;2;0;0;0;0;0;1;1;2;995;4;1;1;1;1;3;3;999;999;999;999;999;999;1;1;4;3;995;;LE HAVRE;LEHAVRE;1;2;24;6;6;997;2;997;2;46;1;5;997;997;997;997;46;5;3;3;2;4;;;;;;
844;2;1;2;2;3;3;2;2;1;2;0;0;0;0;0;0;0;0;2;3;1;1;5;1;1;2;2;2;4;2;2;2;2;2;3;2;2;3;3;4;3;1;0;1;1;0;0;1;999;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;1;0;0;0;2;2;995;1;2;2;2;2;2;3;2;2;2;2;3;3;1;2;4;1;2;;CANTELEU;CANTELEU;2;1;5;997;997;997;2;997;2;28;1;5;997;997;997;997;28;5;3;1;1;1;;;;;;
845;2;1;1;1;1;1;2;2;1;1;1;0;1;1;0;0;1;0;2;1;2;1;1;2;1;3;1;3;3;1;3;2;2;2;2;2;2;4;4;5;3;1;1;1;0;0;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;2;0;0;0;1;0;0;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;2;995;;LE HAVRE;LEHAVRE;1;2;23;6;3;997;2;997;2;49;1;5;997;997;997;997;49;5;3;3;2;4;;;;;;
846;2;2;2;2;1;1;999;999;2;1;0;0;1;1;0;1;0;0;1;2;2;2;2;2;5;2;1;2;2;1;4;2;1;2;2;2;3;3;3;5;3;1;0;0;1;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;2;0;0;0;1;0;0;3;1;4;1;1;1;1;1;1;3;999;999;999;999;999;999;1;1;4;999;999;;LE TREPORT;LETREPORT;2;1;23;5;997;997;2;997;2;47;1;5;997;997;997;997;47;5;3;3;1;4;;;;;;
847;2;2;3;2;1;1;1;2;2;2;0;0;0;0;0;0;0;0;1;2;1;2;2;2;2;2;1;2;2;2;2;1;1;1;1;1;1;4;3;5;3;1;0;0;0;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;995;995;995;995;995;995;995;995;2;2;0;0;0;1;0;0;1;2;995;4;2;1;2;2;1;2;2;2;2;3;3;3;1;2;4;1;4;;CANTELEU;CANTELEU;2;1;5;997;997;997;2;997;2;32;1;5;997;997;997;997;32;5;3;2;1;1;;;;;;
848;2;1;2;2;1;1;1;1;2;1;1;0;0;1;1;0;0;0;1;2;2;2;2;2;1;1;1;1;1;3;3;1;1;1;1;1;2;4;3;1;2;0;0;0;1;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;0;1;0;0;1;2;995;3;2;2;1;2;2;999;2;2;2;2;999;999;2;995;3;2;995;;PAVILLY;PAVILLY;2;2;24;6;3;997;2;997;2;52;1;5;997;997;997;997;52;5;3;4;2;4;;;;;;
849;2;2;1;1;1;2;1;2;2;1;1;0;1;0;0;0;1;0;2;2;3;1;5;5;3;3;1;1;4;3;3;2;2;2;3;2;2;2;2;1;3;0;1;1;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;1;999;0;0;0;0;1;0;2;2;995;2;2;2;2;2;2;999;2;999;999;2;999;3;1;2;3;999;999;;LE HAVRE;LEHAVRE;1;2;19;6;5;997;2;997;2;50;1;4;997;997;997;997;50;4;2;4;2;4;;;;;;
850;2;2;3;2;1;1;2;2;2;1;1;1;0;0;0;0;0;0;2;3;3;5;5;5;3;1;1;4;4;4;1;2;2;3;3;3;2;2;2;5;2;0;1;0;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;0;0;1;0;2;1;4;4;2;2;2;2;2;3;2;2;2;2;2;3;1;2;3;2;995;;NEUVILLE LES DIEPPE;NEUVILLELESDIEPPE;3;2;19;6;6;997;2;997;2;42;1;5;997;997;997;997;42;5;3;3;2;4;;;;;;
851;2;1;999;1;1;1;2;1;2;2;1;0;1;1;0;0;0;0;1;3;2;2;5;2;2;1;1;3;4;2;2;1;1;2;3;2;2;4;4;5;3;1;1;0;1;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;2;0;0;0;0;1;0;3;999;999;2;2;1;1;1;3;3;2;2;2;3;3;3;1;2;4;4;995;;DARNETAL;DARNETAL;1;1;5;997;997;997;2;997;2;31;1;5;997;997;997;997;31;5;3;2;1;1;;;;;;
852;2;2;2;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;2;3;2;1;3;1;999;1;2;2;1;999;1;1;2;2;1;2;2;3;1;1;0;0;1;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;2;0;1;0;0;0;0;2;1;4;3;2;2;2;1;1;1;2;2;2;2;1;2;1;2;3;2;995;;VARENGEVILLE SUR MER;VARENGEVILLESURMER;3;3;22;5;5;2;2;997;2;48;1;5;997;997;997;997;48;5;3;3;3;4;;;;;;
853;2;2;3;2;3;3;1;1;2;3;995;995;995;995;995;995;995;995;1;5;3;3;5;2;3;4;2;2;4;2;3;3;1;1;3;1;1;3;2;5;2;1;0;0;1;0;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;1;0;0;0;1;0;0;2;2;995;3;2;2;2;2;2;3;2;2;2;2;3;3;1;2;3;2;995;;SAINT ARNOULT;SAINTARNOULT;3;1;6;997;997;997;2;997;2;34;1;4;997;997;997;997;34;4;2;2;1;2;;;;;;
854;2;2;3;3;3;3;1;1;2;1;0;0;0;1;0;0;0;1;2;4;1;2;2;2;2;3;3;3;3;3;2;1;2;2;2;2;2;4;3;5;3;0;0;0;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;1;0;0;0;0;1;2;995;4;2;2;2;1;1;3;2;2;2;2;2;3;1;2;2;1;4;;NOTRE DAME DE BONDEVILLE;NOTREDAMEDEBONDEVILLE;1;3;16;2;997;997;2;997;2;42;1;3;997;997;997;997;42;3;1;3;3;3;;;;;;
855;2;2;999;2;1;1;1;1;3;1;0;0;1;0;0;0;0;0;1;999;4;2;2;3;4;3;3;3;1;3;3;2;1;2;1;1;1;4;4;1;3;0;0;0;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;2;1;0;1;0;0;0;0;3;2;995;2;2;2;2;1;1;3;2;2;999;2;1;3;1;2;2;2;995;;BIHOREL;BIHOREL;1;2;23;6;5;997;2;997;2;48;1;4;997;997;997;997;48;4;2;3;2;4;;;;;;
856;2;1;2;1;3;1;2;2;2;1;1;0;1;1;0;0;0;0;1;5;5;5;5;5;5;4;4;4;4;4;4;3;3;3;3;3;3;3;3;5;3;1;0;0;0;1;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;0;1;0;999;999;999;4;2;2;1;2;2;3;3;3;3;3;3;3;1;2;4;2;995;;MONCHAUX SORENG;MONCHAUXSORENG;3;2;22;6;6;997;2;997;2;42;1;6;997;997;997;997;42;6;3;3;2;4;;;;;;
857;2;2;3;3;1;1;1;2;2;1;1;1;0;0;0;0;1;0;1;3;2;1;2;3;2;3;3;2;2;3;3;2;2;2;2;2;2;3;3;5;3;1;0;0;0;1;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;1;0;0;2;2;995;3;2;1;2;1;1;3;2;2;2;2;2;3;1;2;4;1;4;;GODERVILLE;GODERVILLE;3;2;23;6;3;997;2;997;2;48;1;5;997;997;997;997;48;5;3;3;2;4;;;;;;
858;2;2;2;2;1;1;2;1;1;1;0;0;0;1;0;0;1;0;999;1;2;4;1;4;1;2;2;3;2;3;2;1;2;1;2;1;2;3;3;4;3;0;1;0;0;0;0;4;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;999;999;0;0;0;0;0;0;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;999;4;995;;GRAIMBOUVILLE;GRAIMBOUVILLE;3;2;23;6;5;997;2;997;2;52;1;4;997;997;997;997;52;4;2;4;2;4;;;;;;
859;2;1;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0;1;1;1;1;1;1;1;1;3;3;3;3;3;3;1;1;1;1;1;1;4;4;1;2;1;1;0;1;0;0;3;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;1;2;0;0;0;0;1;0;3;2;995;3;999;999;999;999;999;999;999;999;999;999;999;999;1;999;3;1;1;;NEUVILLE LES DIEPPE;NEUVILLELESDIEPPE;3;3;19;5;2;997;2;997;2;47;2;8;997;997;997;997;47;8;4;3;3;4;;;;;;
860;2;1;1;1;1;1;2;2;1;1;1;0;1;0;0;0;0;0;1;3;2;5;5;5;3;3;1;4;4;4;3;2;1;3;3;3;2;3;4;3;2;1;1;1;0;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;2;0;0;0;0;1;0;2;2;995;2;2;2;2;1;3;3;2;3;2;3;3;3;2;995;3;1;6;;LE HAVRE;LEHAVRE;1;1;16;6;997;997;2;997;2;42;2;8;997;997;997;997;42;8;4;3;1;3;;;;;;
861;2;1;1;2;2;1;2;1;1;1;1;1;1;1;0;0;0;0;1;2;3;5;5;5;2;1;3;4;4;4;2;1;1;1;1;1;1;4;4;4;1;1;0;1;1;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;1;2;0;0;0;1;0;0;1;2;995;4;2;1;1;1;3;3;2;3;1;1;3;3;1;2;4;2;995;;LE HAVRE;LEHAVRE;1;4;;6;6;6;2;997;2;55;2;8;997;997;997;997;55;8;4;4;4;1;;;;;;
862;2;3;1;1;1;1;1;1;2;1;1;0;1;1;0;0;0;0;1;1;1;1;1;1;1;1;2;2;3;3;2;1;1;1;1;1;1;1;4;1;2;1;1;0;0;0;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;3;2;0;0;0;1;0;0;1;1;4;4;2;1;1;1;1;2;2;1;1;1;1;2;2;995;4;2;995;;999;999;999;5;;6;6;6;2;997;2;54;2;8;997;997;997;997;54;8;4;4;4;1;;;;;;
863;2;2;3;1;1;1;1;1;1;1;0;0;1;1;0;1;0;0;1;2;3;5;5;3;2;1;1;4;4;2;1;1;1;3;3;2;1;3;2;2;3;0;0;1;0;1;0;5;995;995;995;995;995;995;995;995;995;995;995;995;995;995;2;995;995;995;995;995;995;995;995;4;999;0;0;0;0;0;0;999;999;999;999;2;2;2;2;1;3;2;2;2;2;3;3;1;2;4;999;999;;999;999;999;1;20;6;997;997;2;997;2;56;1;5;997;997;997;997;56;5;3;4;1;4;;;;;;
